Row,ic_E,ic_dE
7173,917.67077,433.90206
7174,919.93707,448.99523
7175,948.19598,451.85864
7176,1049.1516,477.03967
7177,917.80505,450.72171
7178,864.23889,456.05297
7179,423.29837,530.27429
7180,594.53411,453.99084
7181,886.47424,452.84683
7182,1023.2702,485.41250
7183,1045.0610,467.96838
7184,420.58404,534.08978
7185,445.11770,513.70239
7186,964.30615,448.54690
7187,399.39257,530.94305
7188,462.30688,508.64654
7189,1032.1677,487.71838
7190,438.23150,526.33947
7191,905.28076,448.87695
7192,931.60675,436.17791
7193,939.14105,446.75622
7194,914.37359,453.06738
7195,464.00839,500.53900
7196,1051.6604,464.00851
7197,924.52508,438.85238
7198,445.36053,528.27172
7199,1053.7805,481.44607
7200,496.85186,509.65744
7201,942.81793,470.80062
7202,1005.0686,469.32400
7203,477.87973,492.85702
7204,1040.0715,485.29257
7205,323.73736,563.18957
7206,443.83486,512.42834
7207,898.06079,439.306
7208,919.71350,445.28759
7209,1036.1810,464.22784
7210,479.70858,445.23092
7211,425.47421,529.70312
7212,1040.0831,491.25094
7213,876.50396,396.05697
7214,1039.4259,465.92120
7215,793.90277,445.04870
7216,757.87091,486.53573
7217,1013.9101,465.65783
7218,410.26211,538.13586
7219,446.43685,526.71588
7220,1026.1588,467.04769
7221,368.29428,536.51458
7222,932.10992,430.52822
7223,895.47308,443.62136
7224,921.01293,437.45126
7225,922.95117,457.94192
7226,913.44305,452.21701
7227,1036.2232,493.30545
7228,416.89706,524.14111
7229,1045.1014,486.77993
7230,452.92291,520.81903
7231,1029.9952,492.92175
7232,886.96929,458.56533
7233,1044.7119,473.55047
7234,445.80014,473.96301
7235,863.48931,449.28012
7236,1049.6865,469.97317
7237,606.70544,464.90683
7238,919.84936,455.48117
7239,882.04211,443.73626
7240,450.39959,535.26483
7241,536.33093,514.50695
7242,902.34271,440.78460
7243,881.78747,462.18783
7244,1036.3975,462.12008
7245,1029.1535,501.95083
7246,437.02011,537.28210
7247,904.01825,467.13046
7248,474.98721,516.06811
7249,602.55725,468.12518
7250,913.46228,443.79061
7251,975.44726,472.66732
7252,456.60485,516.75933
7253,460.65267,528.48571
7254,1045.1328,447.12799
7255,357.53479,522.98089
7256,1028.9000,460.70825
7257,934.62262,434.47882
7258,1025.3780,484.18869
7259,1041.6929,483.64959
7260,856.21936,485.34024
7261,1013.6064,489.87695
7262,511.30804,504.64172
7263,1050.9346,469.79904
7264,1043.8989,486.53183
7265,894.00250,455.81869
7266,502.32196,506.80184
7267,422.86611,519.87182
7268,905.63055,446.92935
7269,1051.4177,481.20260
7270,1016.3234,484.61935
7271,478.78689,485.44146
7272,955.95629,441.14675
7273,1039.8804,480.14202
7274,239.93576,488.91848
7275,949.02545,447.64065
7276,464.64852,519.64813
7277,403.51672,532.23950
7278,990.01525,495.12374
7279,403.74853,548.05084
7280,391.36154,525.09118
7281,431.38043,496.56033
7282,933.75909,451.98938
7283,865.85314,462.16735
7284,934.62048,445.65716
7285,801.57629,469.92819
7286,451.00381,539.65710
7287,1032.5311,479.50305
7288,476.13464,513.75
7289,920.82708,457.55923
7290,883.52179,434.43737
7291,914.96856,451.04406
7292,1035.0311,485.69644
7293,967.39282,442.67376
7294,917.08740,443.19531
7295,417.40884,527.20629
7296,907.31262,457.43457
7297,440.61737,532.89782
7298,898.21478,464.52832
7299,478.50619,523.04559
7300,965.55847,491.89422
7301,890.82934,444.78356
7302,918.59674,431.39352
7303,446.26934,528.92706
7304,849.00116,405.4104
7305,809.29443,487.94564
7306,1030.6895,477.61218
7307,1028.4234,476.55160
7308,1038.6834,474.47122
7309,894.07897,462.07070
7310,891.38836,438.90927
7311,866.49639,453.35348
7312,414.15383,535.59368
7313,1014.7654,479.81622
7314,465.42871,517.83819
7315,1036.1597,485.44287
7316,1050.2019,487.38128
7317,508.96633,483.89770
7318,403.14834,526.56231
7319,899.13189,453.17968
7320,906.79663,456.23501
7321,414.37381,528.97235
7322,939.20483,452.52356
7323,961.37512,438.94152
7324,1030.1694,468.14721
7325,470.57293,513.06646
7326,964.33575,449.76339
7327,399.47287,529.12530
7328,434.02868,533.59588
7329,482.0979,526.35778
7330,817.12939,469.56015
7331,465.80957,503.71084
7332,918.93597,440.87002
7333,916.40289,433.19738
7334,1024.6467,486.52771
7335,222.45710,491.63137
7336,1002.8046,478.73175
7337,999.23632,494.25549
7338,925.34759,443.05813
7339,1051.5883,486.00634
7340,897.53985,465.76583
7341,445.98718,529.57800
7342,468.66201,529.14642
7343,715.15417,476.88977
7344,517.91735,522.26556
7345,925.42059,454.27578
7346,788.45593,492.06320
7347,336.23345,559.99041
7348,394.64462,536.12439
7349,418.03970,540.84014
7350,1024.4386,456.88681
7351,1062.5639,499.07461
7352,1042.8538,465.46890
7353,312.35571,465.42929
7354,1043.6397,479.87774
7355,463.73577,517.63647
7356,487.72876,514.91778
7357,931.07714,439.27169
7358,891.07714,452.63324
7359,1016.3075,485.72784
7360,398.55627,540.71600
7361,946.36676,442.18911
7362,898.54309,443.81304
7363,386.70898,527.19055
7364,945.25299,453.01593
7365,665.43878,456.23074
7366,892.20764,449.69928
7367,1044.4578,460.40121
7368,394.66491,536.13580
7369,453.39599,526.37817
7370,393.35885,539.99737
7371,478.92587,502.16137
7372,374.18374,521.48651
7373,868.1745,470.71002
7374,916.6604,461.90411
7375,430.10357,527.77258
7376,599.09063,461.1698
7377,461.17321,507.08813
7378,951.79516,535.87420
7379,456.76797,524.71832
7380,839.72552,454.44583
7381,1027.4349,488.97564
7382,486.89923,518.83105
7383,505.64801,507.72924
7384,1043.5903,480.82482
7385,917.90679,443.88937
7386,370.68588,535.93042
7387,505.62771,509.06851
7388,1024.1940,484.95590
7389,345.85858,535.91729
7390,944.91082,463.18969
7391,1042.7198,457.89535
7392,1042.7170,471.31445
7393,431.01400,507.34951
7394,264.74127,561.45575
7395,377.54068,554.13092
7396,381.56066,536.71209
7397,221.64077,462.37164
7398,471.42407,518.26031
7399,1017.6951,483.99850
7400,418.66391,531.90844
7401,442.10180,518.21215
7402,1023.6275,463.10815
7403,851.36816,454.62182
7404,480.46005,526.50744
7405,457.09704,523.49536
7406,876.56622,427.87353
7407,358.45800,522.64227
7408,829.32617,399.63616
7409,931.99658,458.05383
7410,1039.3374,481.35672
7411,1025.1209,478.56063
7412,460.12957,519.69702
7413,437.22967,538.14471
7414,1049.3502,463.91818
7415,603.32891,454.44986
7416,463.90313,513.01001
7417,460.26156,532.75439
7418,450.34079,508.64154
7419,1023.9289,468.28225
7420,293.46151,454.20959
7421,1037.2636,444.51821
7422,927.13891,441.26095
7423,881.90063,455.7836
7424,967.03668,439.45822
7425,440.35403,525.40313
7426,1049.0404,469.74615
7427,931.99267,443.13409
7428,877.24993,473.92483
7429,332.01391,546.58184
7430,931.98132,443.14340
7431,951.79541,441.67947
7432,391.09707,533.04760
7433,885.74456,437.94943
7434,911.34344,500.71163
7435,1051.7843,478.39437
7436,907.08917,459.50701
7437,397.58325,543.16857
7438,904.02453,434.27658
7439,1035.2011,472.40820
7440,1027.5166,484.33139
7441,839.39489,384.45782
7442,461.84021,515.36688
7443,458.62173,525.67871
7444,858.40112,447.29199
7445,928.93548,435.33956
7446,929.89013,477.65850
7447,862.63250,465.21408
7448,1034.2031,468.42788
7449,514.27850,506.68798
7450,949.17645,453.57278
7451,453.86251,528.59930
7452,1031.7454,470.86663
7453,1041.8056,471.02703
7454,921.91046,462.46304
7455,894.84570,438.23712
7456,1036.0388,476.89004
7457,913.26123,436.88241
7458,1049.2259,479.83294
7459,1048.3171,484.71914
7460,371.16290,528.49908
7461,319.67236,561.88543
7462,1027.3848,486.06176
7463,415.02706,534.76690
7464,443.27218,546.77777
7465,849.41601,460.32385
7466,1044.0845,475.09198
7467,400.24734,533.46081
7468,475.56118,525.09063
7469,362.65673,558.53418
7470,1032.7651,475.47750
7471,1033.4791,473.50088
7472,1039.2157,478.20254
7473,1063.4498,462.19635
7474,448.53399,520.59051
7475,1033.4856,469.92547
7476,1051.6765,487.23867
7477,903.64550,462.47912
7478,924.32916,457.38232
7479,334.06182,547.36566
7480,385.14224,533.76812
7481,1027.6152,473.52090
7482,400.60553,538.14575
7483,439.27609,504.43054
7484,436.34985,542.51190
7485,933.00396,441.99603
7486,448.67343,517.76709
7487,859.51373,437.92797
7488,921.06280,452.61026
7489,905.70727,440.14770
7490,1012.8348,490.96887
7491,1030.8602,477.19174
7492,450.46731,533.81762
7493,413.05203,457.44976
7494,502.18103,522.64910
7495,1044.9249,493.81414
7496,1031.4401,494.14035
7497,793.49017,458.91522
7498,1047.1715,465.94064
7499,477.41351,514.32843
7500,903.39508,449.02050
7501,1052.0496,486.74810
7502,942.06231,449.19162
7503,1041.1001,482.60687
7504,374.99050,521.77459
7505,874.45776,458.46704
7506,1033.0889,479.99365
7507,931.23736,449.49475
7508,803.02557,493.95977
7509,902.03595,469.52648
7510,416.80990,553.5896
7511,476.91711,521.37390
7512,395.80807,453.33926
7513,497.86590,523.81683
7514,449.06082,530.74633
7515,373.93884,542.80682
7516,1034.6461,467.64834
7517,956.64257,434.36819
7518,452.92474,523.85443
7519,1051.7248,462.57144
7520,381.59356,468.58807
7521,1016.6559,484.58914
7522,462.55352,423.15325
7523,931.73925,443.78237
7524,1057.0267,484.54312
7525,1023.0022,494.70684
7526,558.91064,501.74057
7527,922.49487,442.05508
7528,889.52551,440.03649
7529,1032.4495,468.49890
7530,884.45123,456.98382
7531,396.39059,509.55358
7532,445.65130,535.61102
7533,1044.1640,478.83013
7534,1041.6069,463.54943
7535,926.60913,430.74105
7536,450.82772,536.63855
7537,818.99279,466.66943
7538,384.37234,536.67767
7539,808.01287,411.61492
7540,931.44561,451.21472
7541,1040.4895,465.89849
7542,936.89013,443.10449
7543,1068.0745,470.98037
7544,418.39239,523.01324
7545,917.74182,452.72338
7546,924.02044,447.62222
7547,1048.9126,477.92636
7548,898.62225,462.34420
7549,897.12616,444.69921
7550,434.33172,534.85437
7551,395.00451,535.97937
7552,480.86868,524.45404
7553,458.65206,528.75891
7554,470.15728,508.54858
7555,899.04333,457.05612
7556,374.29632,446.71270
7557,923.67572,441.50936
7558,382.20105,541.28277
7559,522.69860,513.00878
7560,497.56927,516.46722
7561,922.66229,446.43084
7562,1053.6463,488.00228
7563,875.49939,451.80697
7564,1050.1680,478.58078
7565,457.64950,511.70019
7566,1061.9232,471.66024
7567,494.29306,502.82351
7568,1031.1800,477.41827
7569,918.64794,444.43347
7570,900.88708,456.27978
7571,937.58068,434.52182
7572,906.88873,430.4758
7573,931.51489,435.78106
7574,500.72100,469.59677
7575,1025.6495,503.58874
7576,398.93689,536.51739
7577,1032.0732,480.76702
7578,904.32360,441.33114
7579,1017.0558,484.68676
7580,466.07525,500.02832
7581,912.66784,455.85415
7582,1047.2794,479.71249
7583,919.20227,435.17840
7584,992.36975,498.35171
7585,933.06518,438.18225
7586,1044.1572,465.11486
7587,1010.8258,468.72485
7588,487.42517,500.94705
7589,457.99176,516.14593
7590,482.15048,519.31921
7591,946.05548,468.61770
7592,423.11935,514.95575
7593,804.66790,461.32946
7594,919.29986,436.13205
7595,369.20800,522.82708
7596,485.55358,506.96499
7597,1041.5782,464.67691
7598,222.14114,474.57901
7599,1023.6119,470.4617
7600,810.43103,471.57363
7601,784.50109,473.53408
7602,480.05059,535.92883
7603,388.71264,539.67370
7604,913.28753,446.37280
7605,451.28283,519.87896
7606,1029.8377,499.91543
7607,442.67620,519.32965
7608,929.24090,442.51477
7609,902.18603,448.88006
7610,432.16470,533.84002
7611,860.56732,458.25747
7612,471.62948,451.64798
7613,1036.1497,479.99087
7614,415.26718,533.14758
7615,1033.3419,487.81662
7616,1037.3693,499.82717
7617,494.55685,511.57168
7618,936.90441,430.13290
7619,1018.5205,491.55102
7620,1013.1720,468.19540
7621,944.91174,440.43203
7622,437.46048,529.91943
7623,450.04422,516.64672
7624,1063.6502,475.60598
7625,411.62341,537.75463
7626,417.62097,546.61889
7627,1045.8112,466.14041
7628,467.13549,517.14361
7629,1033.8243,488.69290
7630,285.68594,558.02563
7631,1022.9006,479.35257
7632,897.83929,462.39300
7633,459.07257,491.57229
7634,464.56536,519.57977
7635,445.11303,516.10064
7636,1047.0385,469.10012
7637,1061.9163,473.87588
7638,1011.1189,476.21023
7639,896.54351,452.55255
7640,381.53866,533.59149
7641,1027.9608,474.99118
7642,357.10177,531.50811
7643,909.86529,455.90081
7644,1031.8796,462.20202
7645,474.15502,528.39953
7646,312.07376,563.03808
7647,461.54510,531.52685
7648,458.45147,513.88092
7649,931.32965,440.47607
7650,918.33898,460.21951
7651,935.26513,444.75500
7652,434.79547,532.94793
7653,1028.7631,478.72067
7654,1052.9062,482.57568
7655,1041.3013,466.18103
7656,930.14263,454.92434
7657,1017.0518,481.79693
7658,1042.6197,488.07684
7659,400.61117,529.90911
7660,1047.0741,485.17813
7661,480.39477,511.92712
7662,1046.6795,473.39108
7663,1040.1558,473.58554
7664,1036.7119,488.59899
7665,1018.9854,480.69616
7666,966.74450,439.06277
7667,447.33010,534.39349
7668,941.04876,443.36663
7669,1032.1479,478.95852
7670,935.51007,457.15606
7671,885.30462,458.90161
7672,354.24288,532.87817
7673,445.67132,520.17126
7674,482.68716,515.00537
7675,862.26275,476.89715
7676,929.39361,445.14221
7677,1029.0092,484.16043
7678,1025.2747,482.70080
7679,421.90774,520.61114
7680,1050.4307,490.03805
7681,1025.0968,485.57110
7682,785.95678,397.49725
7683,884.54150,438.10434
7684,936.60479,453.44360
7685,903.78320,445.11065
7686,499.42752,527.09344
7687,1042.6162,468.85754
7688,978.11547,507.21643
7689,892.37603,444.66125
7690,938.85626,461.63830
7691,520.44000,503.03228
7692,469.30679,533.11486
7693,872.36407,465.37789
7694,363.88845,544.33422
7695,471.67935,539.80011
7696,1032.6473,471.91494
7697,514.47839,507.66503
7698,1034.1865,476.65313
7699,970.27246,462.66241
7700,890.72082,457.71029
7701,989.79559,497.15103
7702,1063.8906,485.84832
7703,1061.9779,478.70813
7704,235.63348,439.05404
7705,449.19122,521.99316
7706,1051.4942,474.41308
7707,1045.0387,493.00665
7708,1070.4007,466.58660
7709,1047.9355,470.71035
7710,872.79071,448.42947
7711,357.62747,539.94403
7712,1023.2269,474.60818
7713,1050.9543,471.70761
7714,878.39587,459.31906
7715,997.78277,478.77447
7716,376.27444,539.78686
7717,449.01077,523.60839
7718,904.85211,454.15518
7719,440.91375,526.55682
7720,419.60128,522.04321
7721,451.94497,524.51837
7722,1047.8819,478.36563
7723,459.34017,543.26861
7724,797.27893,448.67898
7725,422.50592,531.35870
7726,237.31463,483.35495
7727,846.13616,461.61447
7728,1028.3868,480.35318
7729,1031.5238,483.98211
7730,430.44924,517.57763
7731,927.45385,464.73242
7732,410.5466,501.30612
7733,612.61969,452.09381
7734,401.44387,546.81927
7735,423.13616,517.12664
7736,449.74227,510.23175
7737,881.23730,450.81936
7738,952.82135,435.41934
7739,1014.3473,483.37927
7740,943.95867,452.69778
7741,867.89526,473.42453
7742,931.36901,443.39798
7743,1046.3442,470.82101
7744,886.05352,441.35589
7745,943.03704,448.98550
7746,1055.3188,484.62918
7747,367.35208,555.95507
7748,1039.0589,472.95962
7749,951.32513,453.81631
7750,878.10748,474.03421
7751,1042.2456,473.59344
7752,1042.7611,493.82095
7753,447.17721,533.93768
7754,950.30407,450.84484
7755,895.19171,458.90356
7756,408.94274,514.17004
7757,389.50256,528.90533
7758,468.29577,514.78125
7759,447.53714,516.95959
7760,470.93331,530.01953
7761,940.97137,448.37225
7762,459.20816,523.56811
7763,1038.4763,467.47653
7764,890.69628,458.33828
7765,927.37939,450.74453
7766,1047.3204,470.87472
7767,930.98559,441.21136
7768,996.32904,489.65911
7769,912.07031,463.33313
7770,480.22631,527.31195
7771,389.77758,546.19140
7772,1052.8487,483.24029
7773,1045.6214,491.54116
7774,160.16432,489.10928
7775,933.21002,458.33343
7776,408.45138,532.86499
7777,1037.4123,474.28039
7778,458.02078,534.81201
7779,937.05340,422.71945
7780,1019.4186,461.98184
7781,908.77581,440.66723
7782,454.81543,507.56375
7783,362.71179,539.68335
7784,1005.3942,499.52218
7785,437.95434,531.32873
7786,902.68884,444.03445
7787,924.56866,453.17187
7788,410.83154,520.27453
7789,375.8302,537.85131
7790,927.76788,452.56207
7791,1057.6373,462.81240
7792,442.61895,538.43560
7793,912.05242,454.57080
7794,429.43997,547.94909
7795,915.20294,451.50991
7796,1055.0271,461.22213
7797,1025.7346,471.75882
7798,1011.3808,489.69046
7799,1051.0892,494.06543
7800,1043.6766,479.02929
7801,442.94851,529.89514
7802,1035.2415,470.13049
7803,894.98864,459.36804
7804,409.15222,557.97534
7805,928.10748,441.30499
7806,419.49636,502.54647
7807,411.07156,529.36175
7808,936.10650,438.35366
7809,1044.3585,478.09762
7810,414.16424,519.87908
7811,481.81753,522.02465
7812,367.31851,552.46337
7813,524.862,497.50595
7814,915.69348,456.56271
7815,506.87182,495.76428
7816,403.32449,475.60876
7817,475.25042,525.41589
7818,1032.6934,466.89386
7819,1031.9221,495.01812
7820,274.29116,546.91540
7821,1034.9809,450.60348
7822,1023.7961,477.66485
7823,526.73718,490.16799
7824,909.16369,456.92669
7825,1038.9008,490.28634
7826,396.63464,554.00915
7827,1045.3488,476.38082
7828,465.54278,520.27319
7829,425.14178,539.47552
7830,917.59979,446.55426
7831,993.75891,484.13742
7832,1021.5397,485.49267
7833,878.93963,435.31304
7834,1009.7607,463.39587
7835,407.10968,531.01110
7836,906.33868,439.50875
7837,1029.8352,478.60986
7838,1043.0738,489.44189
7839,940.12219,429.88372
7840,1017.7556,483.68808
7841,391.13681,519.81213
7842,1026.9594,477.70636
7843,884.61059,442.59335
7844,1046.1574,467.97909
7845,910.75335,449.34643
7846,935.95953,461.58349
7847,1064.5063,464.96231
7848,1032.9460,473.04110
7849,860.98681,455.42965
7850,1049.6539,488.27526
7851,1003.8366,489.07254
7852,396.17236,459.91293
7853,1041.1108,463.28060
7854,501.34512,504.19720
7855,891.16955,453.75354
7856,512.65142,496.26660
7857,891.65771,473.42398
7858,906.48474,465.08633
7859,1060.13,494.50543
7860,1039.922,472.60003
7861,910.66003,455.39343
7862,1059.9101,469.48358
7863,901.89520,455.96081
7864,421.81793,556.61053
7865,942.83923,456.88235
7866,1041.9528,473.85028
7867,422.72561,522.96887
7868,587.17511,476.19796
7869,899.60235,445.47628
7870,1057.5711,487.59231
7871,1035.1221,478.98059
7872,1062.901,473.56430
7873,748.28222,368.73797
7874,910.32800,457.84597
7875,448.77075,537.85992
7876,481.14151,527.10809
7877,1027.9691,491.53729
7878,956.60662,446.87783
7879,859.82794,471.87515
7880,1030.8028,483.85491
7881,958.53839,435.02865
7882,1021.5082,461.36334
7883,1028.2052,484.96859
7884,439.04144,544.01403
7885,434.50344,531.18512
7886,1033.8951,468.17779
7887,496.81723,503.90585
7888,483.04956,507.35534
7889,760.44909,356.93917
7890,1032.0496,469.17340
7891,934.85211,436.42703
7892,263.76840,525.54541
7893,411.41839,528.60339
7894,812.16760,469.71014
7895,803.70483,451.03768
7896,480.63125,499.10650
7897,1054.0549,475.54544
7898,747.74456,428.50405
7899,386.75579,547.51190
7900,449.76577,522.35125
7901,474.94561,499.35141
7902,845.36785,408.15286
7903,384.72744,550.91754
7904,1041.0061,482.53326
7905,399.53430,546.52020
7906,884.32757,455.39273
7907,478.49908,518.32629
7908,385.14529,524.54528
7909,1045.9907,471.90029
7910,1050.2794,474.48672
7911,1041.9694,479.85028
7912,1047.7789,471.92340
7913,895.97021,445.48834
7914,1043.9708,474.35876
7915,486.16220,506.84622
7916,871.21209,385.41076
7917,433.68454,520.17443
7918,933.06097,459.52056
7919,1063.7708,477.85662
7920,1040.7166,473.71780
7921,954.83709,459.34713
7922,876.96551,479.01647
7923,436.96804,528.98577
7924,481.74316,531.03332
7925,998.00396,475.18167
7926,1022.5797,484.60903
7927,913.47613,475.09899
7928,907.94879,466.33624
7929,184.18052,533.20001
7930,1025.3182,483.25421
7931,465.41445,531.11840
7932,1054.3425,478.55026
7933,1003.1928,484.19644
7934,1006.4319,489.22293
7935,328.83929,570.60797
7936,454.27648,523.36358
7937,889.33233,439.42919
7938,920.30401,445.88235
7939,1026.0108,481.68649
7940,448.75054,539.43396
7941,928.67114,437.4039
7942,919.00329,435.79184
7943,1041.8295,464.06210
7944,468.25878,526.90600
7945,373.98291,557.77600
7946,442.52313,526.28460
7947,833.60424,445.11041
7948,1015.5543,482.63858
7949,450.16046,501.37744
7950,373.09927,536.71789
7951,1041.6230,466.67172
7952,1029.2308,498.80932
7953,915.31756,439.45642
7954,942.83075,449.12945
7955,910.05072,457.18789
7956,1049.2329,468.09530
7957,921.94708,439.14910
7958,417.61953,534.54718
7959,1068.3446,480.44165
7960,1043.896,480.12262
7961,365.39941,541.14141
7962,888.13464,464.69799
7963,879.46215,444.54718
7964,974.74408,443.21292
7965,359.38385,546.34906
7966,902.49664,435.05059
7967,1024.1131,491.71826
7968,409.01144,526.15283
7969,1057.6864,468.37164
7970,1054.9017,473.99893
7971,949.62573,437.53881
7972,937.22027,461.65594
7973,921.34613,446.67541
7974,409.62942,531.05908
7975,1042.7246,479.50265
7976,1038.6020,487.83621
7977,1055.0145,466.41162
7978,374.58355,551.03247
7979,863.63836,460.98681
7980,407.01248,555.83111
7981,699.62939,424.30481
7982,900.73706,442.36703
7983,909.84075,444.91345
7984,963.58465,441.81726
7985,462.52920,523.29156
7986,883.23291,458.83181
7987,1032.8327,470.97619
7988,436.30108,514.17907
7989,945.57556,472.50729
7990,1049.0258,483.06454
7991,255.24076,544.39331
7992,936.46453,436.69500
7993,365.15393,509.96057
7994,1026.6206,484.10257
7995,1038.6149,472.67172
7996,455.89651,512.70019
7997,381.66287,543.77288
7998,454.61209,493.36026
7999,505.97033,516.89508
8000,913.19598,440.59899
8001,999.35821,475.06762
8002,436.75631,538.59960
8003,409.85971,516.37835
8004,1029.3975,474.74008
8005,441.12478,525.21215
8006,886.27960,476.06478
8007,434.19494,512.09106
8008,503.41024,519.08093
8009,906.98541,445.15078
8010,922.93176,455.52197
8011,386.64843,556.43762
8012,900.18743,466.21566
8013,915.02307,467.08154
8014,865.30487,450.92962
8015,453.72894,512.45843
8016,1038.1490,468.88931
8017,1050.1481,469.14587
8018,913.57446,442.97564
8019,419.62155,519.35174
8020,916.14477,451.16952
8021,445.04919,526.16375
8022,468.34689,520.38623
8023,391.28186,538.78332
8024,472.89395,512.90661
8025,436.36914,521.37237
8026,1030.6599,487.90734
8027,922.17260,456.61673
8028,439.32000,533.80578
8029,443.58340,523.52850
8030,1020.6555,485.86679
8031,1002.3924,455.31069
8032,466.20105,515.74993
8033,952.51690,440.59866
8034,1033.9382,484.66964
8035,852.70111,453.73251
8036,1047.6621,468.31164
8037,434.41314,529.88043
8038,1030.2415,496.06771
8039,1034.4423,481.43884
8040,917.72644,450.68853
8041,399.46389,534.82739
8042,876.77404,411.02255
8043,1026.1810,460.51440
8044,475.49514,507.01767
8045,411.64163,522.46447
8046,198.58564,441.40432
8047,416.33987,533.91217
8048,944.29321,491.61642
8049,1024.7244,481.16400
8050,412.90158,547.75134
8051,888.97991,444.52029
8052,488.70260,526.65777
8053,1049.1528,465.83328
8054,878.13012,446.42294
8055,970.12878,497.89593
8056,1039.4371,480.31308
8057,960.82269,435.16949
8058,888.77789,436.67263
8059,1042.6369,486.82855
8060,901.28637,450.22183
8061,886.80200,444.63549
8062,903.95080,448.38049
8063,1057.4533,474.44659
8064,557.45196,503.99374
8065,415.22305,534.19525
8066,860.00219,448.10647
8067,937.45922,458.18597
8068,452.57165,519.05108
8069,523.00457,526.04199
8070,915.16906,476.40039
8071,378.49148,512.04443
8072,1046.1713,480.73318
8073,533.52752,502.23593
8074,439.49606,525.83416
8075,853.30065,436.41717
8076,947.42547,423.73626
8077,1042.2034,474.84021
8078,930.04675,457.60372
8079,946.02288,437.99169
8080,821.63262,460.81918
8081,379.09265,549.04461
8082,350.16653,546.46044
8083,394.93484,431.92456
8084,454.76068,527.53631
8085,1017.7485,484.30520
8086,997.46575,498.03402
8087,382.02627,523.30896
8088,1043.2507,467.09780
8089,1011.0001,493.57171
8090,897.39502,456.66461
8091,419.14840,529.58105
8092,1020.3949,450.91268
8093,370.67495,533.31109
8094,462.90756,529.64978
8095,1044.0294,466.52673
8096,411.88201,546.75787
8097,424.78329,542.27746
8098,1062.0705,479.15298
8099,502.94558,492.86807
8100,436.38781,511.77703
8101,959.65472,452.51413
8102,425.84948,532.64691
8103,471.20278,521.08154
8104,1050.5180,480.05548
8105,966.35424,444.36633
8106,1057.6041,479.47546
8107,1038.3615,459.51666
8108,417.99850,526.93261
8109,1036.3328,465.48718
8110,489.91189,510.56173
8111,933.32556,437.75695
8112,915.79919,463.60907
8113,923.59527,443.28906
8114,940.06744,436.73275
8115,1040.2135,467.76449
8116,933.96173,462.02410
8117,920.54388,456.45367
8118,494.90417,518.08233
8119,934.53869,428.52380
8120,917.77319,441.92913
8121,386.91165,522.54803
8122,1036.9158,468.08935
8123,327.87765,555.30169
8124,942.06835,483.12496
8125,456.28616,536.59753
8126,475.57455,491.37008
8127,564.86987,424.97744
8128,904.99102,443.88583
8129,1049.5767,479.68988
8130,489.12954,514.01812
8131,1058.4755,483.41607
8132,924.59814,447.87255
8133,933.39367,468.12860
8134,958.9729,431.84951
8135,893.94677,451.11853
8136,443.44207,527.32214
8137,389.18884,529.98327
8138,1054.8216,471.26678
8139,931.52954,433.83010
8140,898.50817,463.51312
8141,465.82312,528.47711
8142,884.26031,463.51327
8143,1043.4493,465.16680
8144,486.80804,513.13372
8145,922.62493,432.33187
8146,1041.6442,485.47482
8147,512.88842,526.14691
8148,469.02679,529.85022
8149,470.89791,500.28530
8150,381.18057,544.38574
8151,636.06457,478.21002
8152,1061.4495,475.43212
8153,921.32074,440.55087
8154,217.86984,439.15234
8155,420.92050,524.17755
8156,428.07577,528.74566
8157,1018.4772,482.89679
8158,1024.5355,472.23495
8159,447.76501,515.52575
8160,1065.4831,468.59344
8161,1018.2912,482.43081
8162,489.97119,532.09539
8163,827.57849,475.95388
8164,950.09118,456.26730
8165,348.04983,566.90716
8166,909.00390,460.20037
8167,436.12402,542.39355
8168,224.24723,469.07229
8169,848.44427,441.15252
8170,886.59387,459.85751
8171,1053.9428,484.95462
8172,177.23982,571.58599
8173,906.94128,440.02981
8174,485.75180,510.70355
8175,918.08331,447.17291
8176,844.36499,378.31887
8177,355.64358,558.80352
8178,1056.5085,480.49469
8179,418.56088,525.23870
8180,463.99392,528.13568
8181,396.10250,552.14489
8182,923.74926,441.36459
8183,882.65142,462.01635
8184,362.53164,552.00762
8185,1041.1573,468.00943
8186,921.10546,441.03390
8187,1050.6975,473.30282
8188,786.15069,388.13482
8189,1026.2697,475.18060
8190,1012.4356,496.51242
8191,1064.4322,474.53375
8192,1038.1989,459.11941
8193,1023.4085,479.53808
8194,1047.2910,464.61032
8195,449.21334,538.3797
8196,448.04394,519.02227
8197,342.93850,558.06927
8198,873.16302,453.16680
8199,936.94671,451.39758
8200,377.73049,530.51141
8201,922.60485,442.60354
8202,1031.7056,474.61883
8203,490.46569,542.76348
8204,1026.4259,480.22958
8205,1061.2788,469.58059
8206,1030.5958,482.52352
8207,458.51309,501.56948
8208,432.50109,528.29516
8209,888.71032,443.05685
8210,1051.1507,470.29772
8211,813.14904,464.62158
8212,468.11914,526.49554
8213,405.68356,531.37701
8214,1043.0173,479.34353
8215,439.29080,532.46118
8216,433.89572,538.81903
8217,432.12414,532.59845
8218,576.11077,498.37115
8219,1018.8992,486.29092
8220,481.51647,539.96466
8221,1067.1744,466.64733
8222,487.54064,521.24682
8223,384.51818,535.38690
8224,429.62799,523.77435
8225,470.07809,525.95861
