Row,ic_E,ic_dE
10846,481.06372,518.51470
10847,608.87280,472.44216
10848,891.32708,471.49273
10849,917.03533,454.69033
10850,1027.7036,467.70935
10851,421.36276,522.24621
10852,1017.8886,486.77819
10853,303.41082,551.11651
10854,1030.6894,487.77575
10855,1014.5355,459.34851
10856,1045.6916,475.44531
10857,476.60598,533.75354
10858,931.06872,452.94912
10859,874.38372,451.18914
10860,907.46258,467.50500
10861,432.27932,528.14520
10862,916.79376,468.38397
10863,407.79025,535.27429
10864,375.45568,532.58178
10865,928.21160,447.41647
10866,1051.4672,489.45141
10867,943.13501,458.98989
10868,463.46301,524.14221
10869,922.63757,465.22287
10870,790.17810,363.40179
10871,900.32128,467.70187
10872,447.84231,522.97265
10873,931.91284,457.29412
10874,615.32251,478.92514
10875,970.80011,458.50344
10876,431.03805,534.28546
10877,1031.8684,476.72088
10878,410.70001,530.38989
10879,889.56713,452.24490
10880,464.49926,519.18499
10881,491.431,499.27002
10882,1032.5929,484.85363
10883,432.29977,513.51763
10884,1035.3986,485.35726
10885,1060.6431,482.14944
10886,940.23217,450.21020
10887,918.75103,446.11773
10888,1061.4514,474.03390
10889,443.36584,531.64440
10890,882.15789,461.37005
10891,782.31298,471.81268
10892,1023.4288,471.30761
10893,429.88339,520.34295
10894,875.86059,457.70025
10895,1062.0079,446.30715
10896,662.92120,444.43258
10897,1023.3403,468.65890
10898,438.00561,521.19409
10899,429.64431,520.38470
10900,605.69751,478.98141
10901,1028.5977,486.28143
10902,617.19812,449.89239
10903,874.75543,462.87240
10904,1048.4013,473.3797
10905,861.12677,449.64617
10906,890.46002,451.50793
10907,408.04272,538.82232
10908,1038.6169,462.97818
10909,1050.2703,482.92343
10910,241.84364,580.10736
10911,960.98223,483.43902
10912,421.26272,524.98889
10913,513.79357,511.87478
10914,884.37371,440.60156
10915,486.42794,521.24481
10916,875.27984,456.71832
10917,438.60934,516.20904
10918,1036.2996,480.77182
10919,926.61676,449.43542
10920,831.07074,462.07580
10921,453.64926,524.28680
10922,954.95159,432.11529
10923,933.27148,439.32214
10924,473.88653,521.93676
10925,479.98135,526.28570
10926,468.16183,512.15478
10927,472.40374,523.52246
10928,1066.9605,464.29299
10929,803.53497,474.50283
10930,1062.2401,472.57827
10931,1036.8874,482.50030
10932,452.26861,537.84100
10933,436.90481,548.43432
10934,366.41998,545.84442
10935,467.83471,501.27078
10936,848.50250,469.97491
10937,883.43499,449.50628
10938,868.58697,450.53466
10939,415.87695,541.26403
10940,1036.2883,489.30127
10941,432.62039,533.00408
10942,1045.0874,467.05905
10943,439.04382,509.14184
10944,1073.1494,479.97845
10945,1041.5304,473.71542
10946,1033.0814,477.97064
10947,1026.4668,481.54434
10948,1037.5813,477.15634
10949,909.11969,444.56320
10950,403.03466,523.89715
10951,423.63180,517.80761
10952,1029.7797,466.42440
10953,1028.5766,478.30642
10954,892.51593,467.60757
10955,931.60803,449.54190
10956,1050.1951,471.45489
10957,1040.0031,471.78347
10958,1040.1882,475.85247
10959,867.73010,446.99795
10960,1054.8494,492.64654
10961,1041.6042,464.72396
10962,826.82104,472.63781
10963,884.64325,469.49316
10964,952.95709,446.00253
10965,1053.8424,481.29119
10966,878.31707,466.43084
10967,1050.5360,469.39325
10968,1036.3543,467.77569
10969,1037.9393,473.22512
10970,867.46844,461.68579
10971,459.89691,508.49200
10972,976.44427,416.55578
10973,948.14959,459.26452
10974,428.81970,535.99261
10975,943.78631,448.55871
10976,1037.1236,479.33328
10977,475.40670,533.15393
10978,430.42852,545.82147
10979,345.43484,545.62506
10980,432.62347,520.52453
10981,400.52505,537.77392
10982,904.81408,447.84625
10983,909.74633,448.09097
10984,450.5271,531.21539
10985,1055.1193,501.00195
10986,1026.4476,473.64068
10987,446.06030,504.23315
10988,399.59716,542.29064
10989,413.52096,518.94549
10990,434.48648,519.04815
10991,395.06860,533.79278
10992,889.29394,458.87295
10993,434.75692,519.65252
10994,427.86294,535.19964
10995,942.70745,442.95108
10996,455.92498,516.48858
10997,440.15246,536.41198
10998,344.31344,525.40741
10999,422.13937,532.83099
11000,435.75503,533.69128
11001,453.24282,538.94647
11002,1028.7115,474.00488
11003,426.85876,540.71154
11004,1036.1012,469.181
11005,370.95703,530.14373
11006,864.53479,459.40463
11007,413.19369,538.72076
11008,884.14886,441.36499
11009,455.35995,528.71868
11010,926.27197,440.76391
11011,1024.3474,484.79803
11012,943.74762,455.97888
11013,389.78756,534.73199
11014,883.71191,448.29803
11015,927.74627,450.57153
11016,961.55053,422.95309
11017,1045.8037,477.39221
11018,426.94940,541.13024
11019,1045.0052,465.52453
11020,437.24108,537.01263
11021,940.28869,426.97216
11022,900.85858,447.98321
11023,974.00146,499.02673
11024,1043.1522,457.49444
11025,868.42224,469.48239
11026,1041.2137,489.19320
11027,915.10199,448.58212
11028,868.60131,467.96768
11029,956.24151,446.30014
11030,1042.5543,463.19467
11031,899.76397,430.35238
11032,459.49145,533.24444
11033,1038.3772,495.10311
11034,516.49536,509.28225
11035,404.87704,527.34991
11036,915.54577,448.41156
11037,1049.3754,481.53723
11038,986.58306,490.53854
11039,932.46502,444.01599
11040,1038.6024,494.31823
11041,1045.0401,479.54870
11042,345.40008,496.22424
11043,504.81582,533.78210
11044,1027.3913,482.27771
11045,1048.6596,492.08758
11046,1038.5534,488.43054
11047,864.8255,462.74810
11048,415.94006,544.98761
11049,501.92205,509.84796
11050,483.01876,531.08667
11051,525.46136,465.11541
11052,907.41717,444.89563
11053,456.01892,525.78778
11054,884.1474,459.89465
11055,886.04235,461.9664
11056,1017.4044,478.92288
11057,407.74301,528.04840
11058,482.45230,511.76614
11059,1060.6099,467.50082
11060,923.53747,447.81066
11061,912.37634,445.54559
11062,1050.8626,475.40548
11063,416.01687,534.17071
11064,1053.1644,490.93090
11065,410.21499,536.28649
11066,1038.5499,485.78213
11067,927.88031,455.39434
11068,1025.2497,451.50555
11069,458.20120,504.24853
11070,510.08001,493.44473
11071,480.52328,453.62841
11072,438.66827,539.01544
11073,896.96069,460.76062
11074,1061.8928,462.42654
11075,888.16693,464.24551
11076,919.54919,441.17321
11077,471.10986,515.16729
11078,430.14602,529.86529
11079,804.81390,466.32254
11080,1035.9653,459.41915
11081,886.04937,470.03320
11082,920.57867,456.80581
11083,423.99951,535.21252
11084,403.68631,533.78613
11085,954.96728,447.01745
11086,415.75491,537.95513
11087,537.43786,509.91406
11088,939.37878,455.65939
11089,804.36261,354.70925
11090,1041.5853,460.53250
11091,925.86169,453.07229
11092,862.33123,396.36529
11093,348.55294,558.56756
11094,425.01818,517.39044
11095,861.05749,471.31466
11096,920.54956,466.57492
11097,924.66217,449.48696
11098,923.71002,457.83743
11099,657.36151,485.64605
11100,928.68170,441.51886
11101,1046.3601,469.11508
11102,504.59112,503.72143
11103,436.24072,522.51391
11104,924.91485,448.63992
11105,1027.2946,455.04626
11106,520.59045,515.81964
11107,917.90271,449.91296
11108,1050.9222,473.17276
11109,923.32940,448.59149
11110,422.81686,529.97662
11111,906.29119,440.58776
11112,894.39294,451.88205
11113,1027.4290,484.70355
11114,422.47750,534.32049
11115,721.50024,489.69363
11116,1020.3545,480.11358
11117,903.35986,450.48422
11118,412.22158,536.16076
11119,940.16992,452.91629
11120,286.89184,438.30658
11121,933.73657,454.83563
11122,881.96661,400.77737
11123,482.83859,512.66711
11124,654.16095,435.26315
11125,430.97689,534.51739
11126,391.22348,531.41992
11127,889.00079,448.43307
11128,1025.5135,472.16366
11129,909.25048,465.74905
11130,1040.9182,472.15570
11131,461.32424,518.94641
11132,356.16796,545.92474
11133,374.83795,533.43029
11134,622.48321,482.81234
11135,894.97699,444.05035
11136,1043.5628,477.59341
11137,1044.8192,459.73306
11138,899.49945,438.88195
11139,928.10028,450.99478
11140,1020.4364,479.07443
11141,1025.6573,457.79763
11142,1029.2525,484.32315
11143,895.64508,439.51754
11144,1059.2519,485.83395
11145,1043.1051,473.65277
11146,411.12649,530.63281
11147,888.91284,454.97106
11148,871.71630,457.19796
11149,293.56567,457.60867
11150,411.91940,530.91168
11151,879.13983,443.74435
11152,891.35882,458.05673
11153,463.90557,470.84558
11154,442.65933,530.54754
11155,1028.0129,477.39526
11156,1031.5164,478.68222
11157,447.89178,513.65216
11158,478.50134,519.39611
11159,1039.6367,477.51123
11160,838.62567,453.01678
11161,920.40307,447.47970
11162,952.23584,438.48968
11163,476.12866,518.76739
11164,1027.5399,469.35186
11165,441.06387,533.80133
11166,893.35479,456.37222
11167,904.88946,427.11621
11168,928.94909,458.75143
11169,935.53820,433.62536
11170,1028.6329,488.67590
11171,1037.0489,476.05658
11172,462.91598,530.91442
11173,455.44525,521.51513
11174,492.02838,517.21527
11175,447.03646,533.76568
11176,471.61828,525.82275
11177,479.56677,459.48065
11178,1025.4354,452.05917
11179,689.09021,460.75759
11180,1046.7058,477.78906
11181,925.04260,447.74304
11182,858.35290,463.69278
11183,939.16363,447.95538
11184,1034.0384,475.16970
11185,398.46942,517.09045
11186,486.27938,522.95385
11187,826.23004,454.20373
11188,260.63641,524.65057
11189,400.57373,529.86236
11190,1019.9556,475.53698
11191,441.95510,522.42150
11192,1048.6637,481.16491
11193,1064.2507,476.63485
11194,940.77734,463.1651
11195,880.13037,458.08453
11196,459.61416,526.18512
11197,1052.9996,460.93481
11198,1046.151,490.48288
11199,467.65698,509.05423
11200,407.89297,528.32476
11201,440.48834,522.01739
11202,443.18551,525.97033
11203,459.69940,518.41491
11204,1036.1583,474.82656
11205,467.53564,530.91705
11206,1043.7865,470.01922
11207,937.25946,446.70483
11208,905.74517,448.09750
11209,958.51745,451.05722
11210,892.61077,394.81414
11211,393.44677,518.34283
11212,444.47576,545.02002
11213,909.42968,455.50103
11214,471.60199,519.37713
11215,518.47094,512.42620
11216,1013.6272,465.07489
11217,1043.3869,464.03537
11218,324.55242,454.87042
11219,1017.815,491.11236
11220,814.59692,476.03250
11221,440.10006,522.85876
11222,948.17370,438.78186
11223,504.04193,527.00885
11224,446.75756,538.25604
11225,419.92694,536.31005
11226,447.52548,534.10455
11227,1048.8187,472.83532
11228,874.82385,460.19534
11229,913.72979,459.90188
11230,421.62402,520.90216
11231,1048.5304,470.43600
11232,416.86544,536.39550
11233,917.63952,443.59674
11234,378.17627,552.68219
11235,441.53836,524.31152
11236,1031.6485,482.98785
11237,1063.3953,475.45437
11238,1042.6991,489.51004
11239,886.97418,451.09127
11240,997.30157,486.16195
11241,931.93988,455.14651
11242,941.18035,427.96774
11243,414.94561,537.75634
11244,423.25164,536.43804
11245,456.57605,526.98205
11246,833.35302,473.03744
11247,885.19671,434.30990
11248,1048.8935,453.44958
11249,1040.5867,473.44747
11250,869.01843,447.06088
11251,413.66073,468.81933
11252,857.53424,461.71878
11253,961.63909,445.38793
11254,1038.4489,467.32000
11255,868.16076,464.18820
11256,928.57080,462.16378
11257,435.93377,534.39465
11258,383.92343,528.38897
11259,1043.1707,470.62847
11260,477.55563,519.56958
11261,455.79049,513.02233
11262,411.28936,527.63641
11263,939.14160,434.49914
11264,1041.6787,480.62326
11265,414.19061,518.27905
11266,868.98870,454.84106
11267,903.37439,441.44455
11268,1033.8303,483.58276
11269,923.76849,436.58578
11270,1082.1228,482.50891
11271,1028.0711,488.24218
11272,1043.1033,479.47399
11273,436.28604,533.70483
11274,876.16461,441.84277
11275,360.74194,549.68072
11276,235.46008,468.83328
11277,411.82229,525.08911
11278,485.32299,499.06393
11279,460.91033,522.41937
11280,469.69497,525.02581
11281,484.16452,526.21838
11282,1022.7947,486.47738
11283,1030.6497,480.31619
11284,890.84979,407.14395
11285,449.77932,521.12628
11286,860.27026,390.54116
11287,1031.4538,479.06707
11288,362.97763,547.28857
11289,894.23962,470.51553
11290,1022.3694,463.45040
11291,906.43133,438.9953
11292,892.25408,443.46240
11293,865.82757,474.77014
11294,1024.5576,471.65387
11295,378.69274,447.59060
11296,1040.5008,479.36392
11297,459.94345,514.21069
11298,950.08569,449.23858
11299,1036.6228,479.95666
11300,1028.1400,492.09161
11301,875.00329,465.03299
11302,902.75384,461.29638
11303,1051.6827,485.19458
11304,964.24298,455.04953
11305,484.92666,518.05340
11306,1027.3038,476.94915
11307,475.70324,508.58404
11308,1035.2965,458.33807
11309,892.30096,449.98959
11310,345.25781,551.84918
11311,1046.3718,452.5242
11312,927.69104,458.69641
11313,420.57382,537.97790
11314,478.35940,528.14483
11315,1028.9405,469.35174
11316,1059.7921,478.77847
11317,1006.1461,471.32101
11318,1038.1138,471.42840
11319,902.11151,446.48156
11320,427.79876,541.60876
11321,477.53732,524.21545
11322,942.84680,454.32183
11323,883.02508,465.36908
11324,468.49539,527.99493
11325,1035.9835,479.98788
11326,935.14447,451.16439
11327,490.56469,520.20599
11328,953.13855,438.29864
11329,408.66162,524.05761
11330,885.87439,469.4021
11331,461.76693,517.79772
11332,721.56274,479.25393
11333,410.11267,535.79791
11334,1027.8181,472.10809
11335,950.78314,442.19198
11336,881.09625,456.50045
11337,910.13415,453.36074
11338,1050.7108,485.60409
11339,335.08062,474.98245
11340,1047.9144,483.74963
11341,964.94512,447.13531
11342,1013.3698,492.12243
11343,475.00445,525.99774
11344,874.33038,457.22436
11345,377.09576,539.92187
11346,460.46981,527.83319
11347,803.92956,475.41613
11348,409.33374,533.93756
11349,897.44928,436.06170
11350,385.41104,556.54498
11351,406.70797,531.17242
11352,1049.3859,482.75830
11353,403.79956,525.55859
11354,1040.3658,495.96545
11355,452.58181,526.92694
11356,470.07122,541.46167
11357,428.88659,544.10406
11358,1038.1704,481.63510
11359,446.45367,515.06848
11360,913.17041,439.71890
11361,932.16778,445.07858
11362,439.06326,516.56372
11363,436.22787,531.56829
11364,936.44909,447.48156
11365,902.83898,452.76925
11366,891.26007,455.58551
11367,481.11914,519.23663
11368,902.24456,432.01004
11369,1048.9765,449.95288
11370,1038.1696,458.23223
11371,921.88262,448.80493
11372,899.66217,457.93008
11373,927.78442,436.88214
11374,387.62707,533.12255
11375,503.45822,519.59594
11376,435.62976,537.84521
11377,886.72991,446.97464
11378,1041.849,473.75582
11379,923.55865,509.76605
11380,871.92913,451.35614
11381,419.72793,523.24456
11382,1028.7302,500.90878
11383,889.36596,455.66619
11384,912.14190,448.319
11385,909.39788,459.27252
11386,933.12225,458.04574
11387,443.76992,536.68817
11388,942.62420,430.00112
11389,447.22030,508.13366
11390,1051.9411,475.25204
11391,443.65603,542.70043
11392,940.64544,463.68756
11393,896.29296,456.3284
11394,1027.6403,477.37304
11395,416.91210,557.375
11396,1026.7255,471.80355
11397,381.31140,539.60968
11398,947.78686,452.73956
11399,1039.0040,478.93176
11400,923.03332,439.31182
11401,883.43615,464.75
11402,474.05911,468.54885
11403,1049.1616,472.14733
11404,1028.5012,481.92688
11405,794.90307,462.85305
11406,392.24603,542.54760
11407,1039.4998,470.95297
11408,1041.3429,468.87252
11409,882.07360,476.85580
11410,1011.5672,488.01565
11411,1045.4820,479.23696
11412,1032.6263,481.93075
11413,1054.5856,481.96826
11414,883.56768,448.24581
11415,848.26092,460.67999
11416,918.23815,468.09204
11417,1055.6684,485.19091
11418,899.00732,450.92715
11419,879.62683,471.72949
11420,1024.0643,487.15930
11421,502.67251,498.60879
11422,1024.1876,483.35620
11423,579.94683,465.68823
11424,926.54260,452.40808
11425,417.92645,525.58361
11426,407.79779,529.08227
11427,1042.1008,470.66888
11428,899.79766,455.96588
11429,885.76654,458.67791
11430,437.93029,524.76306
11431,472.42987,507.70266
11432,473.22332,520.43103
11433,396.33319,533.04217
11434,825.85083,398.43771
11435,945.74554,445.39288
11436,443.63949,537.04913
11437,408.07989,528.40600
11438,474.63021,517.50091
11439,450.70080,528.69995
11440,1031.5802,464.45562
11441,1062.5251,451.78604
11442,1032.8518,468.34930
11443,1043.5106,483.75180
11444,873.58538,462.16555
11445,415.19949,523.33355
11446,903.06408,457.89923
11447,1063.8214,482.17886
11448,443.93289,529.27117
11449,422.47049,546.96032
11450,1041.7011,457.81521
11451,863.46936,461.19833
11452,447.57281,513.41619
11453,1046.2262,468.08850
11454,1044.2474,478.58956
11455,963.47003,490.80215
11456,961.40582,433.93972
11457,1047.7591,462.21878
11458,489.78909,518.51959
11459,421.71963,532.52624
11460,852.56561,468.08804
11461,1015.2512,460.87005
11462,1043.3106,472.29199
11463,407.07705,535.16973
11464,1003.4415,486.19448
11465,875.37908,425.82537
11466,1021.8725,469.8508
11467,372.59625,523.86785
11468,1034.4287,473.35418
11469,308.29669,536.81799
11470,866.87255,440.37496
11471,955.67413,451.35711
11472,1026.8393,481.17855
11473,475.76043,509.46972
11474,950.27496,427.98678
11475,1050.2440,479.79144
11476,968.11395,462.18234
11477,1035.3088,466.12988
11478,1016.7819,474.93396
11479,837.12176,472.78250
11480,433.9617,529.61450
11481,937.12719,431.41439
11482,1042.8012,484.34118
11483,1042.1755,482.27069
11484,1052.2147,484.57168
11485,426.78802,531.40991
11486,475.69293,526.53851
11487,448.36575,533.76898
11488,1042.2699,481.93981
11489,150.44535,525.63317
11490,850.04614,475.34194
11491,1035.0074,504.35095
11492,1054.4007,482.74484
11493,1036.2274,466.85430
11494,441.42834,520.67688
11495,899.18414,450.80242
11496,434.89355,528.77258
11497,448.14688,544.41021
11498,837.91241,458.48626
11499,421.63909,524.45666
11500,1050.9875,480.43902
11501,405.54272,524.79620
11502,1014.3828,479.70465
11503,940.62115,447.52688
11504,946.53949,454.19839
11505,912.53222,454.37280
11506,918.04766,449.58221
11507,1001.3319,480.60269
11508,1077.6662,471.31054
11509,937.50994,442.89941
11510,1055.3155,489.19384
11511,431.07150,516.45953
11512,1060.2738,487.42456
11513,455.22073,513.77618
11514,1039.7221,492.59103
11515,449.34497,533.10827
11516,932.53588,450.81881
11517,783.94781,445.79373
11518,922.69049,476.38299
11519,400.62860,540.96423
11520,356.85574,547.62280
11521,892.29657,465.47186
11522,973.20678,441.85052
11523,321.32421,452.38772
11524,901.28778,432.08548
11525,388.40600,554.30822
11526,762.43908,358.25109
11527,755.76489,418.96966
11528,1048.0474,464.86904
11529,399.94632,527.58642
11530,1037.3612,495.39999
11531,409.02151,493.53427
11532,399.45965,529.29534
11533,801.37268,465.28216
11534,931.00067,429.92227
11535,1021.0861,471.75485
11536,1016.4233,480.94351
11537,496.28698,527.70752
11538,450.03836,525.14154
11539,884.89355,456.00741
11540,929.62426,448.85864
11541,447.14505,520.27008
11542,485.86157,539.68096
11543,1041.7750,477.58444
11544,489.29202,498.15548
11545,996.42919,508.33938
11546,897.21575,449.15597
11547,932.37762,441.09594
11548,965.47222,443.16467
11549,896.63360,426.45315
11550,991.84069,485.76062
11551,1039.4771,488.03305
11552,913.60333,446.50946
11553,339.74469,548.75183
11554,694.43219,476.11965
11555,473.08459,518.00732
11556,432.98877,520.89154
11557,452.31301,521.03045
11558,436.03427,524.76617
11559,1039.8175,467.04629
11560,902.74841,449.29959
11561,469.85427,513.68646
11562,355.06677,556.94671
11563,425.45205,541.43579
11564,941.12451,419.91156
11565,911.12493,437.22293
11566,904.10308,449.47525
11567,1037.2681,445.60104
11568,410.71939,516.79986
11569,1038.0291,469.99939
11570,501.15750,515.89904
11571,1031.6834,481.05383
11572,472.69064,515.54937
11573,1014.9534,470.79101
11574,415.77301,536.32086
11575,1006.1270,469.56079
11576,449.24212,527.14953
11577,1045.7189,497.37329
11578,1016.5933,473.95706
11579,419.12246,536.67413
11580,1062.5867,485.75317
11581,398.16323,538.48303
11582,1032.2164,477.47683
11583,455.16491,522.78942
11584,399.95642,526.63183
11585,436.03033,548.67791
11586,878.15448,467.96337
11587,1023.2464,471.56536
11588,963.97149,450.07995
11589,1040.6427,498.69198
11590,927.68408,441.62594
11591,1023.7776,476.68893
11592,945.23986,487.39947
11593,449.83844,526.22302
11594,1045.9617,483.16342
11595,861.16748,379.01190
11596,442.17083,524.33801
11597,420.42260,529.02594
11598,466.00842,516.16583
11599,412.33050,538.71386
11600,412.89764,555.60137
11601,894.92535,459.70153
11602,1046.6621,488.06179
11603,915.09539,443.25372
11604,1066.7388,480.50296
11605,476.49066,509.19754
11606,942.73761,453.56744
11607,390.01138,528.21124
11608,493.09228,467.14386
11609,883.57354,449.38559
11610,878.02282,469.60516
11611,881.20159,456.38565
11612,391.40933,522.55133
11613,402.32714,507.45489
11614,1056.2238,489.99932
11615,466.00051,533.24212
11616,1056.2817,480.28131
11617,964.50622,441.55560
11618,416.43756,543.38006
11619,950.23388,450.41516
11620,1035.3273,476.65121
11621,447.03012,521.16204
11622,449.78949,514.50500
11623,401.66915,535.9021
11624,1053.8167,475.39639
11625,933.11779,449.86398
11626,1055.4074,465.29235
11627,958.69873,459.96673
11628,943.12445,459.67135
11629,389.50610,553.30920
11630,554.60400,508.5047
11631,1048.2182,481.26001
11632,394.95556,539.14776
11633,1054.9764,489.90377
11634,359.27584,546.00433
11635,918.95202,453.78854
11636,342.75857,562.17919
11637,393.23864,530.06164
11638,916.19262,454.73465
11639,943.14428,446.59237
11640,465.87594,514.07031
11641,1036.9885,474.79364
11642,906.66741,452.14917
11643,559.41418,503.79263
11644,385.60665,550.87542
11645,929.34314,454.76733
11646,893.33691,463.04281
11647,785.53070,433.1091
11648,480.55957,492.44216
11649,887.81317,465.40597
11650,908.45776,438.96676
11651,1029.0437,492.50003
11652,927.89581,446.98934
11653,895.33599,457.23620
11654,936.24206,456.80844
11655,439.43740,541.41296
11656,1032.5875,474.09277
11657,1056.0108,495.69595
11658,382.31732,542.24688
11659,445.04873,520.23480
11660,926.75219,469.83538
11661,927.09912,431.14187
11662,269.31723,521.01373
11663,1012.9807,493.48486
11664,926.14672,448.13516
11665,1049.5067,472.17480
11666,955.96221,428.79562
11667,921.99609,459.28949
11668,431.16940,515.82458
11669,387.89721,531.42334
11670,929.43963,444.77301
11671,425.64971,528.35211
11672,482.85205,510.50524
11673,392.25033,519.95092
11674,412.98577,531.32183
11675,435.73403,506.15509
11676,890.09332,440.26849
11677,923.13067,438.48779
11678,504.98983,514.56286
11679,430.02963,518.46496
11680,667.16491,433.18740
11681,423.05267,518.8974
11682,896.46637,439.64154
11683,454.44494,523.64093
11684,927.57965,452.27887
11685,904.83447,424.37091
11686,390.10662,556.63140
11687,1020.0692,488.98437
11688,1058.7095,486.72259
11689,1043.7396,476.86724
11690,1046.6173,483.05511
11691,1054.9974,471.85952
11692,507.60995,515.15142
11693,428.85083,524.77740
11694,936.53839,466.42590
11695,870.42291,440.72943
11696,746.39483,491.48242
11697,1038.4277,490.49633
11698,1049.1818,489.88769
11699,394.72201,513.95965
11700,1008.5840,491.81768
11701,380.51773,533.05340
11702,447.75708,506.03692
11703,406.10586,533.35101
11704,430.67099,510.04989
11705,489.05108,520.84558
11706,314.70782,458.46273
11707,832.76312,450.05993
11708,411.67315,540.59045
11709,840.57403,453.75048
11710,435.56567,533.27929
11711,938.61828,433.03228
11712,902.43212,447.41552
11713,896.56628,456.32327
11714,902.01507,473.62307
11715,498.78811,506.32452
11716,458.99655,518.88665
11717,897.37750,451.10385
11718,410.93109,528.52819
11719,862.21453,466.11239
11720,514.39154,516.91558
11721,913.35821,453.65899
11722,552.26922,515.65905
11723,895.59893,453.81964
11724,427.58273,537.54785
11725,437.73461,511.42861
11726,409.56903,532.48834
11727,819.59735,466.68884
11728,843.93731,471.02114
11729,360.24353,535.42010
11730,386.18170,537.80371
11731,1031.3741,475.57955
11732,1029.5343,468.24850
11733,1058.0361,480.93127
11734,1036.2644,454.30136
11735,1046.8980,488.56073
11736,900.17742,450.32144
11737,500.37548,508.20605
11738,420.09137,522.20001
11739,360.22699,547.94390
11740,1037.1886,493.22705
11741,918.37396,440.96841
11742,373.25512,537.00433
11743,480.91674,511.75915
11744,1066.1849,475.93872
11745,880.98437,441.98428
11746,775.58361,408.31015
11747,1056.0242,457.19769
11748,1044.1513,476.42495
11749,912.62817,450.72985
11750,1051.2126,475.13659
11751,408.76025,512.63940
11752,999.83361,475.19796
11753,345.30258,556.73614
11754,428.40954,532.97808
11755,375.83099,535.19165
11756,942.14575,445.08554
11757,413.92132,549.33557
11758,1051.8409,479.54812
11759,945.90020,446.29980
11760,1011.7093,458.12902
11761,914.83789,460.46453
11762,432.61639,507.47818
11763,409.87625,540.06335
11764,430.39419,544.36914
11765,898.74981,455.13281
11766,717.14965,489.67477
11767,1031.6923,461.45224
11768,1069.4644,463.32601
11769,413.49151,539.18316
11770,389.58831,551.85137
11771,425.58429,519.30224
11772,1040.4605,488.30929
11773,484.80117,502.60992
11774,792.09326,463.17489
11775,1049.7109,477.43673
11776,926.60668,444.57678
11777,522.70141,515.39788
11778,1047.4277,478.63488
11779,1040.9196,491.87295
11780,325.33047,478.97061
11781,387.16598,537.03222
11782,875.42370,454.98315
11783,228.23114,470.35305
11784,833.31915,464.02887
11785,468.68765,517.42944
11786,910.56994,454.87442
11787,861.64209,455.94848
11788,423.64898,522.66973
11789,1054.3039,474.41296
11790,1033.4372,476.08752
11791,896.24194,449.02526
11792,985.72210,476.49798
11793,885.50744,443.90765
11794,933.34460,445.29632
11795,933.03936,443.69125
11796,948.34118,455.67376
11797,915.96911,456.03094
11798,462.83969,516.58105
11799,1020.5905,477.92858
11800,1054.8261,470.88424
11801,441.29107,520.58532
11802,892.18621,464.93078
11803,443.87631,517.96246
11804,384.58938,540.18457
11805,1020.9141,504.64062
11806,883.24462,460.14349
11807,521.98065,508.28466
11808,1017.2446,463.15435
11809,928.74365,468.70080
11810,918.91516,442.04309
11811,898.22338,455.20373
11812,849.79742,445.90850
11813,751.69671,388.19281
11814,239.59938,475.92202
11815,435.23333,531.42877
11816,438.70983,513.47308
11817,378.09564,541.41076
11818,452.44406,497.99276
11819,1032.8531,479.06588
11820,1027.5893,475.47540
11821,472.61132,524.80084
11822,932.06665,451.05880
11823,933.56030,453.74673
11824,457.68087,515.94232
11825,828.51489,466.37496
11826,1061.2005,464.43386
11827,886.29327,450.11883
11828,1050.4340,485.32974
11829,963.21551,461.38113
11830,478.82055,519.93811
11831,489.06204,457.79483
11832,924.06341,443.72518
11833,1035.6024,474.50616
11834,496.72274,517.01330
11835,457.60516,536.04992
11836,261.74142,520.12695
11837,1033.0753,480.66543
11838,891.20306,453.06210
11839,904.17663,406.06469
11840,912.64660,465.33447
11841,1048.6131,467.6586
11842,483.95416,508.80856
11843,438.26315,527.50152
11844,504.70544,509.07107
11845,929.48767,433.98165
11846,925.06805,452.51919
11847,469.60977,517.27978
11848,896.86547,468.94674
11849,469.24841,516.74041
11850,1037.8675,465.35141
11851,910.82653,466.77587
11852,430.84219,510.42858
11853,434.31530,529.74438
11854,1005.3676,462.17239
11855,1031.8968,488.08743
11856,904.86718,446.11352
11857,935.85302,449.92120
11858,481.19470,524.88830
11859,927.83459,441.87124
11860,1053.7360,475.94317
11861,951.24340,440.56796
11862,1035.7775,491.36901
11863,387.63674,543.77563
11864,902.81787,444.45434
11865,923.05212,462.05349
11866,221.48095,463.77758
11867,952.29882,461.96804
11868,474.73767,525.38824
11869,741.40387,479.69567
11870,395.75985,545.59399
11871,1038.4608,458.24206
11872,1023.6964,476.28207
11873,455.19442,518.04882
11874,416.82742,530.21539
11875,891.19726,457.78295
11876,218.82943,448.02185
11877,878.71246,444.07598
11878,1065.4068,492.58798
11879,1048.6298,469.91644
11880,1052.0273,485.14080
11881,951.06213,441.58071
11882,1020.8569,488.84475
11883,469.76324,523.21020
11884,481.91430,523.80059
11885,914.05169,440.06103
11886,469.23825,515.52386
11887,919.55352,452.94796
11888,839.29626,449.35440
11889,413.95608,523.13964
11890,1066.2345,480.45742
11891,397.37008,529.04376
11892,362.46814,542.88214
11893,408.06536,538.24365
11894,1024.5339,476.65719
11895,1037.6392,485.79907
11896,931.29852,454.77960
11897,564.35485,500.39975
11898,882.37542,454.91458
11899,1054.6618,496.99191
11900,849.06359,444.86917
